Baudrate,9600
Anzahl_der_geraete,1
Anzahl_der_Boards,8
Widerstaende_pro_Board,2
Gefundene_Geraete
/dev/ttyUSB0,Keithley: MODEL 2700,7700,7700
Zeit,Board Nr,Widerstand Nr,Port,Kannal,Temperatur True/False,Sensor,Gemessener Widerstand,Temperaturwert
88487.96,3,1,/dev/ttyUSB0,105,False,False,1.72,False
88489.47,3,2,/dev/ttyUSB0,106,True,PT100,124.6,63.54
88490.97,4,1,/dev/ttyUSB0,107,True,PT100,124.79,64.04
88492.47,4,2,/dev/ttyUSB0,108,False,False,3.04,False
88493.98,5,1,/dev/ttyUSB0,109,True,PT100,124.63,63.62
88495.48,5,2,/dev/ttyUSB0,110,False,False,1.48,False
88496.99,6,1,/dev/ttyUSB0,201,True,PT100,124.65,63.67
88498.49,6,2,/dev/ttyUSB0,202,False,False,2.19,False
88500.0,7,1,/dev/ttyUSB0,203,True,PT100,124.59,63.51
88501.5,7,2,/dev/ttyUSB0,204,False,False,1.63,False
88503.0,8,1,/dev/ttyUSB0,205,True,PT100,124.53,63.36
88504.51,8,2,/dev/ttyUSB0,206,False,False,2.49,False
88626.03,1,1,/dev/ttyUSB0,101,True,PT100,124.12,62.29
88627.54,1,2,/dev/ttyUSB0,102,False,False,1.67,False
88629.04,2,1,/dev/ttyUSB0,103,True,PT100,124.23,62.57
88630.63,2,2,/dev/ttyUSB0,104,False,False,2.78,False
88632.13,3,1,/dev/ttyUSB0,105,False,False,1.72,False
88633.63,3,2,/dev/ttyUSB0,106,True,PT100,124.18,62.44
88635.14,4,1,/dev/ttyUSB0,107,True,PT100,124.36,62.91
88636.64,4,2,/dev/ttyUSB0,108,False,False,3.03,False
88638.15,5,1,/dev/ttyUSB0,109,True,PT100,124.21,62.52
88639.65,5,2,/dev/ttyUSB0,110,False,False,1.48,False
88641.15,6,1,/dev/ttyUSB0,201,True,PT100,124.22,62.55
88642.66,6,2,/dev/ttyUSB0,202,False,False,2.19,False
88644.16,7,1,/dev/ttyUSB0,203,True,PT100,124.17,62.42
88645.67,7,2,/dev/ttyUSB0,204,False,False,1.63,False
88647.17,8,1,/dev/ttyUSB0,205,True,PT100,124.11,62.26
88648.67,8,2,/dev/ttyUSB0,206,False,False,2.49,False
88770.21,1,1,/dev/ttyUSB0,101,True,PT100,123.72,61.25
88771.71,1,2,/dev/ttyUSB0,102,False,False,1.67,False
88773.21,2,1,/dev/ttyUSB0,103,True,PT100,123.82,61.51
88774.72,2,2,/dev/ttyUSB0,104,False,False,2.78,False
88776.23,3,1,/dev/ttyUSB0,105,False,False,1.71,False
88777.73,3,2,/dev/ttyUSB0,106,True,PT100,123.77,61.38
88779.23,4,1,/dev/ttyUSB0,107,True,PT100,123.94,61.82
88780.74,4,2,/dev/ttyUSB0,108,False,False,3.03,False
88782.24,5,1,/dev/ttyUSB0,109,True,PT100,123.79,61.43
88783.75,5,2,/dev/ttyUSB0,110,False,False,1.47,False
88785.25,6,1,/dev/ttyUSB0,201,True,PT100,123.81,61.48
88786.75,6,2,/dev/ttyUSB0,202,False,False,2.18,False
88788.26,7,1,/dev/ttyUSB0,203,True,PT100,123.76,61.35
88789.76,7,2,/dev/ttyUSB0,204,False,False,1.62,False
88791.27,8,1,/dev/ttyUSB0,205,True,PT100,123.7,61.19
88792.77,8,2,/dev/ttyUSB0,206,False,False,2.49,False
88914.3,1,1,/dev/ttyUSB0,101,True,PT100,123.32,60.2
88915.8,1,2,/dev/ttyUSB0,102,False,False,1.67,False
88917.31,2,1,/dev/ttyUSB0,103,True,PT100,123.42,60.46
88918.81,2,2,/dev/ttyUSB0,104,False,False,2.78,False
88920.31,3,1,/dev/ttyUSB0,105,False,False,1.71,False
88921.82,3,2,/dev/ttyUSB0,106,True,PT100,123.38,60.36
88923.32,4,1,/dev/ttyUSB0,107,True,PT100,123.54,60.78
88924.83,4,2,/dev/ttyUSB0,108,False,False,3.03,False
88926.33,5,1,/dev/ttyUSB0,109,True,PT100,123.4,60.41
88927.83,5,2,/dev/ttyUSB0,110,False,False,1.47,False
88929.34,6,1,/dev/ttyUSB0,201,True,PT100,123.41,60.44
88930.84,6,2,/dev/ttyUSB0,202,False,False,2.18,False
88932.35,7,1,/dev/ttyUSB0,203,True,PT100,123.36,60.31
88933.85,7,2,/dev/ttyUSB0,204,False,False,1.62,False
88935.36,8,1,/dev/ttyUSB0,205,True,PT100,123.31,60.18
88936.86,8,2,/dev/ttyUSB0,206,False,False,2.48,False
89058.39,1,1,/dev/ttyUSB0,101,True,PT100,122.94,59.21
89059.89,1,2,/dev/ttyUSB0,102,False,False,1.67,False
89061.4,2,1,/dev/ttyUSB0,103,True,PT100,123.03,59.45
89062.9,2,2,/dev/ttyUSB0,104,False,False,2.77,False
89064.4,3,1,/dev/ttyUSB0,105,False,False,1.71,False
89065.92,3,2,/dev/ttyUSB0,106,True,PT100,122.99,59.34
89067.42,4,1,/dev/ttyUSB0,107,True,PT100,123.15,59.76
89068.92,4,2,/dev/ttyUSB0,108,False,False,3.02,False
89070.43,5,1,/dev/ttyUSB0,109,True,PT100,123.01,59.4
89071.93,5,2,/dev/ttyUSB0,110,False,False,1.47,False
89073.43,6,1,/dev/ttyUSB0,201,True,PT100,123.03,59.45
89074.94,6,2,/dev/ttyUSB0,202,False,False,2.18,False
89076.44,7,1,/dev/ttyUSB0,203,True,PT100,122.98,59.32
89077.95,7,2,/dev/ttyUSB0,204,False,False,1.62,False
89079.45,8,1,/dev/ttyUSB0,205,True,PT100,122.92,59.16
89080.95,8,2,/dev/ttyUSB0,206,False,False,2.48,False
89202.49,1,1,/dev/ttyUSB0,101,True,PT100,122.56,58.22
89203.99,1,2,/dev/ttyUSB0,102,False,False,1.66,False
89205.49,2,1,/dev/ttyUSB0,103,True,PT100,122.66,58.48
89206.99,2,2,/dev/ttyUSB0,104,False,False,2.77,False
89208.5,3,1,/dev/ttyUSB0,105,False,False,1.71,False
89210.0,3,2,/dev/ttyUSB0,106,True,PT100,122.62,58.38
89211.51,4,1,/dev/ttyUSB0,107,True,PT100,122.77,58.77
89213.03,4,2,/dev/ttyUSB0,108,False,False,3.02,False
89214.53,5,1,/dev/ttyUSB0,109,True,PT100,122.63,58.41
89216.03,5,2,/dev/ttyUSB0,110,False,False,1.47,False
89217.54,6,1,/dev/ttyUSB0,201,True,PT100,122.65,58.46
89219.04,6,2,/dev/ttyUSB0,202,False,False,2.17,False
89220.55,7,1,/dev/ttyUSB0,203,True,PT100,122.6,58.33
89222.06,7,2,/dev/ttyUSB0,204,False,False,1.62,False
89223.56,8,1,/dev/ttyUSB0,205,True,PT100,122.54,58.17
89225.07,8,2,/dev/ttyUSB0,206,False,False,2.48,False
89346.6,1,1,/dev/ttyUSB0,101,True,PT100,122.2,57.29
89348.1,1,2,/dev/ttyUSB0,102,False,False,1.66,False
89349.6,2,1,/dev/ttyUSB0,103,True,PT100,122.29,57.52
89351.11,2,2,/dev/ttyUSB0,104,False,False,2.77,False
89352.61,3,1,/dev/ttyUSB0,105,False,False,1.7,False
89354.11,3,2,/dev/ttyUSB0,106,True,PT100,122.25,57.42
89355.62,4,1,/dev/ttyUSB0,107,True,PT100,122.4,57.81
89357.12,4,2,/dev/ttyUSB0,108,False,False,3.02,False
89358.63,5,1,/dev/ttyUSB0,109,True,PT100,122.27,57.47
89360.13,5,2,/dev/ttyUSB0,110,False,False,1.46,False
89361.63,6,1,/dev/ttyUSB0,201,True,PT100,122.28,57.5
89363.14,6,2,/dev/ttyUSB0,202,False,False,2.17,False
89364.64,7,1,/dev/ttyUSB0,203,True,PT100,122.24,57.39
89366.15,7,2,/dev/ttyUSB0,204,False,False,1.61,False
89367.65,8,1,/dev/ttyUSB0,205,True,PT100,122.18,57.24
89369.15,8,2,/dev/ttyUSB0,206,False,False,2.47,False
89490.68,1,1,/dev/ttyUSB0,101,True,PT100,121.84,56.35
89492.19,1,2,/dev/ttyUSB0,102,False,False,1.66,False
89493.69,2,1,/dev/ttyUSB0,103,True,PT100,121.93,56.58
89495.19,2,2,/dev/ttyUSB0,104,False,False,2.76,False
89496.7,3,1,/dev/ttyUSB0,105,False,False,1.7,False
89498.2,3,2,/dev/ttyUSB0,106,True,PT100,121.9,56.51
89499.71,4,1,/dev/ttyUSB0,107,True,PT100,122.04,56.87
89501.21,4,2,/dev/ttyUSB0,108,False,False,3.01,False
89502.71,5,1,/dev/ttyUSB0,109,True,PT100,121.91,56.53
89504.22,5,2,/dev/ttyUSB0,110,False,False,1.46,False
89505.72,6,1,/dev/ttyUSB0,201,True,PT100,121.93,56.58
89507.23,6,2,/dev/ttyUSB0,202,False,False,2.17,False
89508.73,7,1,/dev/ttyUSB0,203,True,PT100,121.89,56.48
89510.23,7,2,/dev/ttyUSB0,204,False,False,1.61,False
89511.74,8,1,/dev/ttyUSB0,205,True,PT100,121.82,56.3
89513.24,8,2,/dev/ttyUSB0,206,False,False,2.47,False
89634.77,1,1,/dev/ttyUSB0,101,True,PT100,121.5,55.47
89636.27,1,2,/dev/ttyUSB0,102,False,False,1.66,False
89637.78,2,1,/dev/ttyUSB0,103,True,PT100,121.59,55.7
89639.28,2,2,/dev/ttyUSB0,104,False,False,2.76,False
89640.79,3,1,/dev/ttyUSB0,105,False,False,1.7,False
89642.29,3,2,/dev/ttyUSB0,106,True,PT100,121.56,55.62
89643.79,4,1,/dev/ttyUSB0,107,True,PT100,121.7,55.99
89645.3,4,2,/dev/ttyUSB0,108,False,False,3.01,False
89646.8,5,1,/dev/ttyUSB0,109,True,PT100,121.57,55.65
89648.31,5,2,/dev/ttyUSB0,110,False,False,1.46,False
89649.81,6,1,/dev/ttyUSB0,201,True,PT100,121.58,55.67
89651.31,6,2,/dev/ttyUSB0,202,False,False,2.17,False
89652.82,7,1,/dev/ttyUSB0,203,True,PT100,121.54,55.57
89654.32,7,2,/dev/ttyUSB0,204,False,False,1.61,False
89655.83,8,1,/dev/ttyUSB0,205,True,PT100,121.48,55.41
89657.33,8,2,/dev/ttyUSB0,206,False,False,2.47,False
89778.86,1,1,/dev/ttyUSB0,101,True,PT100,121.16,54.58
89780.36,1,2,/dev/ttyUSB0,102,False,False,1.65,False
89781.87,2,1,/dev/ttyUSB0,103,True,PT100,121.25,54.82
89783.37,2,2,/dev/ttyUSB0,104,False,False,2.76,False
89784.87,3,1,/dev/ttyUSB0,105,False,False,1.7,False
89786.38,3,2,/dev/ttyUSB0,106,True,PT100,121.22,54.74
89787.88,4,1,/dev/ttyUSB0,107,True,PT100,121.35,55.08
89789.39,4,2,/dev/ttyUSB0,108,False,False,3.01,False
89790.89,5,1,/dev/ttyUSB0,109,True,PT100,121.23,54.76
89792.39,5,2,/dev/ttyUSB0,110,False,False,1.46,False
89793.9,6,1,/dev/ttyUSB0,201,True,PT100,121.24,54.79
89795.41,6,2,/dev/ttyUSB0,202,False,False,2.16,False
89796.91,7,1,/dev/ttyUSB0,203,True,PT100,121.21,54.71
89798.42,7,2,/dev/ttyUSB0,204,False,False,1.61,False
89799.92,8,1,/dev/ttyUSB0,205,True,PT100,121.14,54.53
89801.43,8,2,/dev/ttyUSB0,206,False,False,2.47,False
89922.96,1,1,/dev/ttyUSB0,101,True,PT100,120.84,53.75
89924.46,1,2,/dev/ttyUSB0,102,False,False,1.65,False
89925.96,2,1,/dev/ttyUSB0,103,True,PT100,120.92,53.96
89927.47,2,2,/dev/ttyUSB0,104,False,False,2.75,False
89928.98,3,1,/dev/ttyUSB0,105,False,False,1.69,False
89930.48,3,2,/dev/ttyUSB0,106,True,PT100,120.89,53.88
89931.99,4,1,/dev/ttyUSB0,107,True,PT100,121.03,54.24
89933.49,4,2,/dev/ttyUSB0,108,False,False,3.0,False
89934.99,5,1,/dev/ttyUSB0,109,True,PT100,120.9,53.91
89936.5,5,2,/dev/ttyUSB0,110,False,False,1.46,False
89938.0,6,1,/dev/ttyUSB0,201,True,PT100,120.91,53.93
89939.51,6,2,/dev/ttyUSB0,202,False,False,2.16,False
89941.01,7,1,/dev/ttyUSB0,203,True,PT100,120.88,53.85
89942.51,7,2,/dev/ttyUSB0,204,False,False,1.6,False
89944.02,8,1,/dev/ttyUSB0,205,True,PT100,120.81,53.67
89945.52,8,2,/dev/ttyUSB0,206,False,False,2.46,False
90067.05,1,1,/dev/ttyUSB0,101,True,PT100,120.52,52.92
90068.55,1,2,/dev/ttyUSB0,102,False,False,1.65,False
90070.06,2,1,/dev/ttyUSB0,103,True,PT100,120.6,53.13
90071.56,2,2,/dev/ttyUSB0,104,False,False,2.75,False
90073.07,3,1,/dev/ttyUSB0,105,False,False,1.69,False
90074.57,3,2,/dev/ttyUSB0,106,True,PT100,120.58,53.07
90076.07,4,1,/dev/ttyUSB0,107,True,PT100,120.7,53.39
90077.58,4,2,/dev/ttyUSB0,108,False,False,3.0,False
90079.08,5,1,/dev/ttyUSB0,109,True,PT100,120.58,53.07
90080.59,5,2,/dev/ttyUSB0,110,False,False,1.45,False
90082.09,6,1,/dev/ttyUSB0,201,True,PT100,120.59,53.1
90083.59,6,2,/dev/ttyUSB0,202,False,False,2.16,False
90085.1,7,1,/dev/ttyUSB0,203,True,PT100,120.56,53.02
90086.6,7,2,/dev/ttyUSB0,204,False,False,1.6,False
90088.11,8,1,/dev/ttyUSB0,205,True,PT100,120.5,52.87
90089.61,8,2,/dev/ttyUSB0,206,False,False,2.46,False
90211.14,1,1,/dev/ttyUSB0,101,True,PT100,120.22,52.14
90212.64,1,2,/dev/ttyUSB0,102,False,False,1.65,False
90214.15,2,1,/dev/ttyUSB0,103,True,PT100,120.29,52.32
90215.65,2,2,/dev/ttyUSB0,104,False,False,2.75,False
90217.15,3,1,/dev/ttyUSB0,105,False,False,1.69,False
90218.66,3,2,/dev/ttyUSB0,106,True,PT100,120.27,52.27
90220.16,4,1,/dev/ttyUSB0,107,True,PT100,120.39,52.58
90221.67,4,2,/dev/ttyUSB0,108,False,False,3.0,False
90223.17,5,1,/dev/ttyUSB0,109,True,PT100,120.27,52.27
90224.67,5,2,/dev/ttyUSB0,110,False,False,1.45,False
90226.18,6,1,/dev/ttyUSB0,201,True,PT100,120.28,52.29
90227.68,6,2,/dev/ttyUSB0,202,False,False,2.16,False
90229.19,7,1,/dev/ttyUSB0,203,True,PT100,120.25,52.22
90230.69,7,2,/dev/ttyUSB0,204,False,False,1.6,False
90232.2,8,1,/dev/ttyUSB0,205,True,PT100,120.18,52.03
90233.71,8,2,/dev/ttyUSB0,206,False,False,2.46,False
90355.24,1,1,/dev/ttyUSB0,101,True,PT100,119.91,51.33
90356.75,1,2,/dev/ttyUSB0,102,False,False,1.64,False
90358.25,2,1,/dev/ttyUSB0,103,True,PT100,119.99,51.54
90359.75,2,2,/dev/ttyUSB0,104,False,False,2.75,False
90361.26,3,1,/dev/ttyUSB0,105,False,False,1.69,False
90362.76,3,2,/dev/ttyUSB0,106,True,PT100,119.97,51.49
90364.27,4,1,/dev/ttyUSB0,107,True,PT100,120.08,51.77
90365.77,4,2,/dev/ttyUSB0,108,False,False,3.0,False
90367.27,5,1,/dev/ttyUSB0,109,True,PT100,119.97,51.49
90368.78,5,2,/dev/ttyUSB0,110,False,False,1.45,False
90370.28,6,1,/dev/ttyUSB0,201,True,PT100,119.98,51.51
90371.79,6,2,/dev/ttyUSB0,202,False,False,2.15,False
90373.29,7,1,/dev/ttyUSB0,203,True,PT100,119.95,51.44
90374.79,7,2,/dev/ttyUSB0,204,False,False,1.6,False
90376.3,8,1,/dev/ttyUSB0,205,True,PT100,119.88,51.25
90377.8,8,2,/dev/ttyUSB0,206,False,False,2.46,False
90499.33,1,1,/dev/ttyUSB0,101,True,PT100,119.62,50.58
90500.83,1,2,/dev/ttyUSB0,102,False,False,1.64,False
90502.34,2,1,/dev/ttyUSB0,103,True,PT100,119.69,50.76
90503.84,2,2,/dev/ttyUSB0,104,False,False,2.74,False
90505.35,3,1,/dev/ttyUSB0,105,False,False,1.68,False
90506.85,3,2,/dev/ttyUSB0,106,True,PT100,119.68,50.73
90508.36,4,1,/dev/ttyUSB0,107,True,PT100,119.79,51.02
90509.87,4,2,/dev/ttyUSB0,108,False,False,2.99,False
90511.37,5,1,/dev/ttyUSB0,109,True,PT100,119.68,50.73
90512.87,5,2,/dev/ttyUSB0,110,False,False,1.45,False
90514.38,6,1,/dev/ttyUSB0,201,True,PT100,119.69,50.76
90515.88,6,2,/dev/ttyUSB0,202,False,False,2.15,False
90517.39,7,1,/dev/ttyUSB0,203,True,PT100,119.66,50.68
90518.89,7,2,/dev/ttyUSB0,204,False,False,1.6,False
90520.39,8,1,/dev/ttyUSB0,205,True,PT100,119.59,50.5
90521.9,8,2,/dev/ttyUSB0,206,False,False,2.45,False
90643.43,1,1,/dev/ttyUSB0,101,True,PT100,119.34,49.85
90644.93,1,2,/dev/ttyUSB0,102,False,False,1.64,False
90646.43,2,1,/dev/ttyUSB0,103,True,PT100,119.41,50.03
90647.95,2,2,/dev/ttyUSB0,104,False,False,2.74,False
90649.45,3,1,/dev/ttyUSB0,105,False,False,1.68,False
90650.95,3,2,/dev/ttyUSB0,106,True,PT100,119.39,49.98
90652.46,4,1,/dev/ttyUSB0,107,True,PT100,119.5,50.27
90653.96,4,2,/dev/ttyUSB0,108,False,False,2.99,False
90655.47,5,1,/dev/ttyUSB0,109,True,PT100,119.39,49.98
90656.97,5,2,/dev/ttyUSB0,110,False,False,1.45,False
90658.47,6,1,/dev/ttyUSB0,201,True,PT100,119.4,50.01
90659.98,6,2,/dev/ttyUSB0,202,False,False,2.15,False
90661.48,7,1,/dev/ttyUSB0,203,True,PT100,119.37,49.93
90662.99,7,2,/dev/ttyUSB0,204,False,False,1.59,False
90664.49,8,1,/dev/ttyUSB0,205,True,PT100,119.3,49.75
90666.02,8,2,/dev/ttyUSB0,206,False,False,2.45,False
90787.55,1,1,/dev/ttyUSB0,101,True,PT100,119.06,49.12
90789.05,1,2,/dev/ttyUSB0,102,False,False,1.64,False
90790.56,2,1,/dev/ttyUSB0,103,True,PT100,119.13,49.31
90792.06,2,2,/dev/ttyUSB0,104,False,False,2.74,False
90793.56,3,1,/dev/ttyUSB0,105,False,False,1.68,False
90795.07,3,2,/dev/ttyUSB0,106,True,PT100,119.11,49.25
90796.57,4,1,/dev/ttyUSB0,107,True,PT100,119.22,49.54
90798.07,4,2,/dev/ttyUSB0,108,False,False,2.99,False
90799.58,5,1,/dev/ttyUSB0,109,True,PT100,119.11,49.25
90801.08,5,2,/dev/ttyUSB0,110,False,False,1.44,False
90802.59,6,1,/dev/ttyUSB0,201,True,PT100,119.12,49.28
90804.09,6,2,/dev/ttyUSB0,202,False,False,2.15,False
90805.6,7,1,/dev/ttyUSB0,203,True,PT100,119.1,49.23
90807.11,7,2,/dev/ttyUSB0,204,False,False,1.59,False
90808.61,8,1,/dev/ttyUSB0,205,True,PT100,119.03,49.05
90810.11,8,2,/dev/ttyUSB0,206,False,False,2.45,False
90931.65,1,1,/dev/ttyUSB0,101,True,PT100,118.79,48.42
90933.15,1,2,/dev/ttyUSB0,102,False,False,1.64,False
90934.66,2,1,/dev/ttyUSB0,103,True,PT100,118.86,48.61
90936.16,2,2,/dev/ttyUSB0,104,False,False,2.74,False
90937.67,3,1,/dev/ttyUSB0,105,False,False,1.68,False
90939.17,3,2,/dev/ttyUSB0,106,True,PT100,118.84,48.55
90940.68,4,1,/dev/ttyUSB0,107,True,PT100,118.94,48.81
90942.18,4,2,/dev/ttyUSB0,108,False,False,2.98,False
90943.68,5,1,/dev/ttyUSB0,109,True,PT100,118.84,48.55
90945.19,5,2,/dev/ttyUSB0,110,False,False,1.44,False
90946.69,6,1,/dev/ttyUSB0,201,True,PT100,118.85,48.58
90948.23,6,2,/dev/ttyUSB0,202,False,False,2.15,False
90949.73,7,1,/dev/ttyUSB0,203,True,PT100,118.82,48.5
90951.24,7,2,/dev/ttyUSB0,204,False,False,1.59,False
90952.75,8,1,/dev/ttyUSB0,205,True,PT100,118.75,48.32
90954.25,8,2,/dev/ttyUSB0,206,False,False,2.45,False
91075.78,1,1,/dev/ttyUSB0,101,True,PT100,118.53,47.75
91077.29,1,2,/dev/ttyUSB0,102,False,False,1.64,False
91078.79,2,1,/dev/ttyUSB0,103,True,PT100,118.59,47.9
91080.3,2,2,/dev/ttyUSB0,104,False,False,2.73,False
91081.8,3,1,/dev/ttyUSB0,105,False,False,1.68,False
91083.31,3,2,/dev/ttyUSB0,106,True,PT100,118.58,47.88
91084.81,4,1,/dev/ttyUSB0,107,True,PT100,118.68,48.14
91086.31,4,2,/dev/ttyUSB0,108,False,False,2.98,False
91087.82,5,1,/dev/ttyUSB0,109,True,PT100,118.58,47.88
91089.32,5,2,/dev/ttyUSB0,110,False,False,1.44,False
91090.83,6,1,/dev/ttyUSB0,201,True,PT100,118.58,47.88
91092.34,6,2,/dev/ttyUSB0,202,False,False,2.14,False
91093.84,7,1,/dev/ttyUSB0,203,True,PT100,118.56,47.83
91095.35,7,2,/dev/ttyUSB0,204,False,False,1.59,False
91096.85,8,1,/dev/ttyUSB0,205,True,PT100,118.49,47.64
91098.35,8,2,/dev/ttyUSB0,206,False,False,2.45,False
91219.88,1,1,/dev/ttyUSB0,101,True,PT100,118.27,47.07
91221.39,1,2,/dev/ttyUSB0,102,False,False,1.63,False
91222.89,2,1,/dev/ttyUSB0,103,True,PT100,118.33,47.23
91224.39,2,2,/dev/ttyUSB0,104,False,False,2.73,False
91225.9,3,1,/dev/ttyUSB0,105,False,False,1.68,False
91227.4,3,2,/dev/ttyUSB0,106,True,PT100,118.32,47.2
91228.91,4,1,/dev/ttyUSB0,107,True,PT100,118.42,47.46
91230.41,4,2,/dev/ttyUSB0,108,False,False,2.98,False
91231.91,5,1,/dev/ttyUSB0,109,True,PT100,118.32,47.2
91233.42,5,2,/dev/ttyUSB0,110,False,False,1.44,False
91234.92,6,1,/dev/ttyUSB0,201,True,PT100,118.32,47.2
91236.43,6,2,/dev/ttyUSB0,202,False,False,2.14,False
91237.93,7,1,/dev/ttyUSB0,203,True,PT100,118.31,47.18
91239.43,7,2,/dev/ttyUSB0,204,False,False,1.59,False
91240.94,8,1,/dev/ttyUSB0,205,True,PT100,118.23,46.97
91242.44,8,2,/dev/ttyUSB0,206,False,False,2.44,False
91363.97,1,1,/dev/ttyUSB0,101,True,PT100,118.03,46.45
91365.47,1,2,/dev/ttyUSB0,102,False,False,1.63,False
91366.98,2,1,/dev/ttyUSB0,103,True,PT100,118.08,46.58
91368.48,2,2,/dev/ttyUSB0,104,False,False,2.73,False
91369.99,3,1,/dev/ttyUSB0,105,False,False,1.67,False
91371.49,3,2,/dev/ttyUSB0,106,True,PT100,118.07,46.56
91372.99,4,1,/dev/ttyUSB0,107,True,PT100,118.17,46.81
91374.5,4,2,/dev/ttyUSB0,108,False,False,2.98,False
91376.0,5,1,/dev/ttyUSB0,109,True,PT100,118.07,46.56
91377.51,5,2,/dev/ttyUSB0,110,False,False,1.44,False
91379.01,6,1,/dev/ttyUSB0,201,True,PT100,118.07,46.56
91380.51,6,2,/dev/ttyUSB0,202,False,False,2.14,False
91382.02,7,1,/dev/ttyUSB0,203,True,PT100,118.06,46.53
91383.52,7,2,/dev/ttyUSB0,204,False,False,1.59,False
91385.03,8,1,/dev/ttyUSB0,205,True,PT100,117.99,46.35
91386.53,8,2,/dev/ttyUSB0,206,False,False,2.44,False
91508.06,1,1,/dev/ttyUSB0,101,True,PT100,117.78,45.8
91509.56,1,2,/dev/ttyUSB0,102,False,False,1.63,False
91511.07,2,1,/dev/ttyUSB0,103,True,PT100,117.84,45.96
91512.57,2,2,/dev/ttyUSB0,104,False,False,2.73,False
91514.08,3,1,/dev/ttyUSB0,105,False,False,1.67,False
91515.58,3,2,/dev/ttyUSB0,106,True,PT100,117.83,45.93
91517.08,4,1,/dev/ttyUSB0,107,True,PT100,117.92,46.17
91518.59,4,2,/dev/ttyUSB0,108,False,False,2.98,False
91520.09,5,1,/dev/ttyUSB0,109,True,PT100,117.82,45.91
91521.59,5,2,/dev/ttyUSB0,110,False,False,1.44,False
91523.1,6,1,/dev/ttyUSB0,201,True,PT100,117.83,45.93
91524.61,6,2,/dev/ttyUSB0,202,False,False,2.14,False
91526.12,7,1,/dev/ttyUSB0,203,True,PT100,117.81,45.88
91527.62,7,2,/dev/ttyUSB0,204,False,False,1.58,False
91529.12,8,1,/dev/ttyUSB0,205,True,PT100,117.74,45.7
91530.63,8,2,/dev/ttyUSB0,206,False,False,2.44,False
91652.16,1,1,/dev/ttyUSB0,101,True,PT100,117.55,45.21
91653.66,1,2,/dev/ttyUSB0,102,False,False,1.63,False
91655.16,2,1,/dev/ttyUSB0,103,True,PT100,117.6,45.34
91656.67,2,2,/dev/ttyUSB0,104,False,False,2.72,False
91658.17,3,1,/dev/ttyUSB0,105,False,False,1.67,False
91659.67,3,2,/dev/ttyUSB0,106,True,PT100,117.59,45.31
91661.18,4,1,/dev/ttyUSB0,107,True,PT100,117.68,45.54
91662.68,4,2,/dev/ttyUSB0,108,False,False,2.97,False
91664.19,5,1,/dev/ttyUSB0,109,True,PT100,117.59,45.31
91665.69,5,2,/dev/ttyUSB0,110,False,False,1.44,False
91667.19,6,1,/dev/ttyUSB0,201,True,PT100,117.59,45.31
91668.7,6,2,/dev/ttyUSB0,202,False,False,2.14,False
91670.2,7,1,/dev/ttyUSB0,203,True,PT100,117.58,45.28
91671.71,7,2,/dev/ttyUSB0,204,False,False,1.58,False
91673.21,8,1,/dev/ttyUSB0,205,True,PT100,117.5,45.08
91674.71,8,2,/dev/ttyUSB0,206,False,False,2.44,False
91796.24,1,1,/dev/ttyUSB0,101,True,PT100,117.32,44.61
91797.75,1,2,/dev/ttyUSB0,102,False,False,1.63,False
91799.25,2,1,/dev/ttyUSB0,103,True,PT100,117.37,44.74
91800.75,2,2,/dev/ttyUSB0,104,False,False,2.72,False
91802.26,3,1,/dev/ttyUSB0,105,False,False,1.67,False
91803.76,3,2,/dev/ttyUSB0,106,True,PT100,117.36,44.71
91805.27,4,1,/dev/ttyUSB0,107,True,PT100,117.45,44.95
91806.77,4,2,/dev/ttyUSB0,108,False,False,2.97,False
91808.27,5,1,/dev/ttyUSB0,109,True,PT100,117.36,44.71
91809.78,5,2,/dev/ttyUSB0,110,False,False,1.43,False
91811.28,6,1,/dev/ttyUSB0,201,True,PT100,117.36,44.71
91812.79,6,2,/dev/ttyUSB0,202,False,False,2.14,False
91814.29,7,1,/dev/ttyUSB0,203,True,PT100,117.34,44.66
91815.79,7,2,/dev/ttyUSB0,204,False,False,1.58,False
91817.3,8,1,/dev/ttyUSB0,205,True,PT100,117.27,44.48
91818.8,8,2,/dev/ttyUSB0,206,False,False,2.44,False
91940.33,1,1,/dev/ttyUSB0,101,True,PT100,117.09,44.01
91941.83,1,2,/dev/ttyUSB0,102,False,False,1.63,False
91943.34,2,1,/dev/ttyUSB0,103,True,PT100,117.14,44.14
91944.84,2,2,/dev/ttyUSB0,104,False,False,2.72,False
91946.35,3,1,/dev/ttyUSB0,105,False,False,1.67,False
91947.85,3,2,/dev/ttyUSB0,106,True,PT100,117.14,44.14
91949.36,4,1,/dev/ttyUSB0,107,True,PT100,117.22,44.35
91950.86,4,2,/dev/ttyUSB0,108,False,False,2.97,False
91952.36,5,1,/dev/ttyUSB0,109,True,PT100,117.13,44.12
91953.87,5,2,/dev/ttyUSB0,110,False,False,1.43,False
91955.37,6,1,/dev/ttyUSB0,201,True,PT100,117.13,44.12
91956.87,6,2,/dev/ttyUSB0,202,False,False,2.13,False
91958.38,7,1,/dev/ttyUSB0,203,True,PT100,117.12,44.09
91959.88,7,2,/dev/ttyUSB0,204,False,False,1.58,False
91961.39,8,1,/dev/ttyUSB0,205,True,PT100,117.05,43.91
