Baudrate,9600
Anzahl_der_geraete,1
Anzahl_der_Boards,8
Widerstaende_pro_Board,2
Gefundene_Geraete
/dev/ttyUSB0,Keithley: MODEL 2700,7700,7700
Zeit,Board Nr,Widerstand Nr,Port,Kannal,Temperatur True/False,Sensor,Gemessener Widerstand,Temperaturwert
25814.72,7,2,/dev/ttyUSB0,204,False,False,1.8,False
25816.22,8,1,/dev/ttyUSB0,205,True,PT100,146.53,121.23
25817.72,8,2,/dev/ttyUSB0,206,False,False,2.68,False
25939.25,1,1,/dev/ttyUSB0,101,True,PT100,145.74,119.13
25940.76,1,2,/dev/ttyUSB0,102,False,False,1.84,False
25942.27,2,1,/dev/ttyUSB0,103,True,PT100,145.81,119.32
25943.77,2,2,/dev/ttyUSB0,104,False,False,2.99,False
25945.28,3,1,/dev/ttyUSB0,105,False,False,1.89,False
25946.78,3,2,/dev/ttyUSB0,106,True,PT100,145.58,118.71
25948.28,4,1,/dev/ttyUSB0,107,True,PT100,146.06,119.98
25949.79,4,2,/dev/ttyUSB0,108,False,False,3.24,False
25951.29,5,1,/dev/ttyUSB0,109,True,PT100,145.73,119.1
25952.79,5,2,/dev/ttyUSB0,110,False,False,1.63,False
25954.3,6,1,/dev/ttyUSB0,201,True,PT100,145.81,119.32
25955.8,6,2,/dev/ttyUSB0,202,False,False,2.35,False
25957.31,7,1,/dev/ttyUSB0,203,True,PT100,145.68,118.97
25958.81,7,2,/dev/ttyUSB0,204,False,False,1.79,False
25960.31,8,1,/dev/ttyUSB0,205,True,PT100,145.75,119.16
25961.82,8,2,/dev/ttyUSB0,206,False,False,2.68,False
26083.35,1,1,/dev/ttyUSB0,101,True,PT100,145.34,118.07
26084.85,1,2,/dev/ttyUSB0,102,False,False,1.84,False
26086.35,2,1,/dev/ttyUSB0,103,True,PT100,145.43,118.31
26087.86,2,2,/dev/ttyUSB0,104,False,False,2.99,False
26089.36,3,1,/dev/ttyUSB0,105,False,False,1.89,False
26090.87,3,2,/dev/ttyUSB0,106,True,PT100,145.27,117.88
26092.37,4,1,/dev/ttyUSB0,107,True,PT100,145.67,118.94
26093.87,4,2,/dev/ttyUSB0,108,False,False,3.24,False
26095.38,5,1,/dev/ttyUSB0,109,True,PT100,145.42,118.28
26096.88,5,2,/dev/ttyUSB0,110,False,False,1.62,False
26098.39,6,1,/dev/ttyUSB0,201,True,PT100,145.49,118.47
26099.89,6,2,/dev/ttyUSB0,202,False,False,2.35,False
26101.39,7,1,/dev/ttyUSB0,203,True,PT100,145.45,118.36
26102.9,7,2,/dev/ttyUSB0,204,False,False,1.79,False
26104.4,8,1,/dev/ttyUSB0,205,True,PT100,145.58,118.71
26105.91,8,2,/dev/ttyUSB0,206,False,False,2.68,False
26227.44,1,1,/dev/ttyUSB0,101,True,PT100,146.81,121.97
26228.94,1,2,/dev/ttyUSB0,102,False,False,1.85,False
26230.44,2,1,/dev/ttyUSB0,103,True,PT100,146.55,121.28
26231.95,2,2,/dev/ttyUSB0,104,False,False,3.0,False
26233.45,3,1,/dev/ttyUSB0,105,False,False,1.89,False
26234.95,3,2,/dev/ttyUSB0,106,True,PT100,146.33,120.7
26236.46,4,1,/dev/ttyUSB0,107,True,PT100,146.45,121.01
26237.96,4,2,/dev/ttyUSB0,108,False,False,3.24,False
26239.47,5,1,/dev/ttyUSB0,109,True,PT100,146.35,120.75
26240.97,5,2,/dev/ttyUSB0,110,False,False,1.63,False
26242.47,6,1,/dev/ttyUSB0,201,True,PT100,146.43,120.96
26243.98,6,2,/dev/ttyUSB0,202,False,False,2.35,False
26245.48,7,1,/dev/ttyUSB0,203,True,PT100,146.58,121.36
26246.99,7,2,/dev/ttyUSB0,204,False,False,1.8,False
26248.49,8,1,/dev/ttyUSB0,205,True,PT100,146.79,121.92
26249.99,8,2,/dev/ttyUSB0,206,False,False,2.69,False
26371.53,1,1,/dev/ttyUSB0,101,True,PT100,146.92,122.26
26373.03,1,2,/dev/ttyUSB0,102,False,False,1.85,False
26374.53,2,1,/dev/ttyUSB0,103,True,PT100,146.78,121.89
26376.03,2,2,/dev/ttyUSB0,104,False,False,3.0,False
26377.54,3,1,/dev/ttyUSB0,105,False,False,1.89,False
26379.04,3,2,/dev/ttyUSB0,106,True,PT100,146.49,121.12
26380.55,4,1,/dev/ttyUSB0,107,True,PT100,146.78,121.89
26382.05,4,2,/dev/ttyUSB0,108,False,False,3.25,False
26383.55,5,1,/dev/ttyUSB0,109,True,PT100,146.56,121.31
26385.07,5,2,/dev/ttyUSB0,110,False,False,1.63,False
26386.57,6,1,/dev/ttyUSB0,201,True,PT100,146.66,121.57
26388.07,6,2,/dev/ttyUSB0,202,False,False,2.36,False
26389.58,7,1,/dev/ttyUSB0,203,True,PT100,146.69,121.65
26391.08,7,2,/dev/ttyUSB0,204,False,False,1.8,False
26392.59,8,1,/dev/ttyUSB0,205,True,PT100,146.83,122.02
26394.09,8,2,/dev/ttyUSB0,206,False,False,2.69,False
26515.62,1,1,/dev/ttyUSB0,101,True,PT100,146.21,120.38
26517.12,1,2,/dev/ttyUSB0,102,False,False,1.84,False
26518.63,2,1,/dev/ttyUSB0,103,True,PT100,146.24,120.46
26520.13,2,2,/dev/ttyUSB0,104,False,False,2.99,False
26521.64,3,1,/dev/ttyUSB0,105,False,False,1.89,False
26523.14,3,2,/dev/ttyUSB0,106,True,PT100,145.99,119.79
26524.64,4,1,/dev/ttyUSB0,107,True,PT100,146.43,120.96
26526.15,4,2,/dev/ttyUSB0,108,False,False,3.24,False
26527.65,5,1,/dev/ttyUSB0,109,True,PT100,146.12,120.14
26529.15,5,2,/dev/ttyUSB0,110,False,False,1.63,False
26530.66,6,1,/dev/ttyUSB0,201,True,PT100,146.21,120.38
26532.16,6,2,/dev/ttyUSB0,202,False,False,2.35,False
26533.67,7,1,/dev/ttyUSB0,203,True,PT100,146.12,120.14
26535.17,7,2,/dev/ttyUSB0,204,False,False,1.8,False
26536.67,8,1,/dev/ttyUSB0,205,True,PT100,146.21,120.38
26538.18,8,2,/dev/ttyUSB0,206,False,False,2.68,False
26659.71,1,1,/dev/ttyUSB0,101,True,PT100,145.33,118.04
26661.21,1,2,/dev/ttyUSB0,102,False,False,1.84,False
26662.71,2,1,/dev/ttyUSB0,103,True,PT100,145.45,118.36
26664.22,2,2,/dev/ttyUSB0,104,False,False,2.99,False
26665.72,3,1,/dev/ttyUSB0,105,False,False,1.88,False
26667.23,3,2,/dev/ttyUSB0,106,True,PT100,145.24,117.8
26668.73,4,1,/dev/ttyUSB0,107,True,PT100,145.73,119.1
26670.23,4,2,/dev/ttyUSB0,108,False,False,3.24,False
26671.74,5,1,/dev/ttyUSB0,109,True,PT100,145.41,118.25
26673.24,5,2,/dev/ttyUSB0,110,False,False,1.62,False
26674.75,6,1,/dev/ttyUSB0,201,True,PT100,145.49,118.47
26676.25,6,2,/dev/ttyUSB0,202,False,False,2.35,False
26677.75,7,1,/dev/ttyUSB0,203,True,PT100,145.35,118.1
26679.26,7,2,/dev/ttyUSB0,204,False,False,1.79,False
26680.76,8,1,/dev/ttyUSB0,205,True,PT100,145.43,118.31
26682.27,8,2,/dev/ttyUSB0,206,False,False,2.67,False
26803.8,1,1,/dev/ttyUSB0,101,True,PT100,145.96,119.71
26805.3,1,2,/dev/ttyUSB0,102,False,False,1.84,False
26806.8,2,1,/dev/ttyUSB0,103,True,PT100,145.9,119.55
26808.31,2,2,/dev/ttyUSB0,104,False,False,2.99,False
26809.81,3,1,/dev/ttyUSB0,105,False,False,1.89,False
26811.31,3,2,/dev/ttyUSB0,106,True,PT100,145.75,119.16
26812.82,4,1,/dev/ttyUSB0,107,True,PT100,145.98,119.77
26814.32,4,2,/dev/ttyUSB0,108,False,False,3.24,False
26815.83,5,1,/dev/ttyUSB0,109,True,PT100,145.84,119.4
26817.33,5,2,/dev/ttyUSB0,110,False,False,1.63,False
26818.83,6,1,/dev/ttyUSB0,201,True,PT100,145.91,119.58
26820.34,6,2,/dev/ttyUSB0,202,False,False,2.35,False
26821.84,7,1,/dev/ttyUSB0,203,True,PT100,146.01,119.85
26823.35,7,2,/dev/ttyUSB0,204,False,False,1.8,False
26824.85,8,1,/dev/ttyUSB0,205,True,PT100,146.2,120.35
26826.35,8,2,/dev/ttyUSB0,206,False,False,2.68,False
26947.89,1,1,/dev/ttyUSB0,101,True,PT100,147.03,122.55
26949.39,1,2,/dev/ttyUSB0,102,False,False,1.85,False
26950.89,2,1,/dev/ttyUSB0,103,True,PT100,146.79,121.92
26952.39,2,2,/dev/ttyUSB0,104,False,False,3.0,False
26953.9,3,1,/dev/ttyUSB0,105,False,False,1.89,False
26955.4,3,2,/dev/ttyUSB0,106,True,PT100,146.52,121.2
26956.91,4,1,/dev/ttyUSB0,107,True,PT100,146.7,121.68
26958.41,4,2,/dev/ttyUSB0,108,False,False,3.24,False
26959.91,5,1,/dev/ttyUSB0,109,True,PT100,146.55,121.28
26961.42,5,2,/dev/ttyUSB0,110,False,False,1.63,False
26962.92,6,1,/dev/ttyUSB0,201,True,PT100,146.65,121.54
26964.43,6,2,/dev/ttyUSB0,202,False,False,2.36,False
26965.93,7,1,/dev/ttyUSB0,203,True,PT100,146.75,121.81
26967.43,7,2,/dev/ttyUSB0,204,False,False,1.8,False
26968.94,8,1,/dev/ttyUSB0,205,True,PT100,146.93,122.29
26970.45,8,2,/dev/ttyUSB0,206,False,False,2.69,False
27091.98,1,1,/dev/ttyUSB0,101,True,PT100,146.62,121.46
27093.48,1,2,/dev/ttyUSB0,102,False,False,1.85,False
27094.99,2,1,/dev/ttyUSB0,103,True,PT100,146.56,121.31
27096.49,2,2,/dev/ttyUSB0,104,False,False,3.0,False
27098.0,3,1,/dev/ttyUSB0,105,False,False,1.89,False
27099.5,3,2,/dev/ttyUSB0,106,True,PT100,146.29,120.59
27101.0,4,1,/dev/ttyUSB0,107,True,PT100,146.69,121.65
27102.55,4,2,/dev/ttyUSB0,108,False,False,3.24,False
27104.06,5,1,/dev/ttyUSB0,109,True,PT100,146.4,120.88
27105.57,5,2,/dev/ttyUSB0,110,False,False,1.63,False
27107.07,6,1,/dev/ttyUSB0,201,True,PT100,146.5,121.15
27108.58,6,2,/dev/ttyUSB0,202,False,False,2.35,False
27110.08,7,1,/dev/ttyUSB0,203,True,PT100,146.47,121.07
27111.59,7,2,/dev/ttyUSB0,204,False,False,1.8,False
27113.09,8,1,/dev/ttyUSB0,205,True,PT100,146.57,121.33
27114.59,8,2,/dev/ttyUSB0,206,False,False,2.68,False
27236.13,1,1,/dev/ttyUSB0,101,True,PT100,145.78,119.24
27237.63,1,2,/dev/ttyUSB0,102,False,False,1.84,False
27239.13,2,1,/dev/ttyUSB0,103,True,PT100,145.86,119.45
27240.63,2,2,/dev/ttyUSB0,104,False,False,2.99,False
27242.14,3,1,/dev/ttyUSB0,105,False,False,1.89,False
27243.64,3,2,/dev/ttyUSB0,106,True,PT100,145.62,118.81
27245.15,4,1,/dev/ttyUSB0,107,True,PT100,146.1,120.08
27246.65,4,2,/dev/ttyUSB0,108,False,False,3.24,False
27248.15,5,1,/dev/ttyUSB0,109,True,PT100,145.78,119.24
27249.66,5,2,/dev/ttyUSB0,110,False,False,1.63,False
27251.16,6,1,/dev/ttyUSB0,201,True,PT100,145.86,119.45
27252.67,6,2,/dev/ttyUSB0,202,False,False,2.35,False
27254.17,7,1,/dev/ttyUSB0,203,True,PT100,145.73,119.1
27255.67,7,2,/dev/ttyUSB0,204,False,False,1.79,False
27257.18,8,1,/dev/ttyUSB0,205,True,PT100,145.8,119.29
27258.69,8,2,/dev/ttyUSB0,206,False,False,2.68,False
27380.22,1,1,/dev/ttyUSB0,101,True,PT100,145.3,117.96
27381.72,1,2,/dev/ttyUSB0,102,False,False,1.84,False
27383.23,2,1,/dev/ttyUSB0,103,True,PT100,145.4,118.23
27384.73,2,2,/dev/ttyUSB0,104,False,False,2.99,False
27386.23,3,1,/dev/ttyUSB0,105,False,False,1.88,False
27387.74,3,2,/dev/ttyUSB0,106,True,PT100,145.24,117.8
27389.24,4,1,/dev/ttyUSB0,107,True,PT100,145.65,118.89
27390.75,4,2,/dev/ttyUSB0,108,False,False,3.23,False
27392.25,5,1,/dev/ttyUSB0,109,True,PT100,145.39,118.2
27393.75,5,2,/dev/ttyUSB0,110,False,False,1.62,False
27395.26,6,1,/dev/ttyUSB0,201,True,PT100,145.46,118.39
27396.76,6,2,/dev/ttyUSB0,202,False,False,2.35,False
27398.27,7,1,/dev/ttyUSB0,203,True,PT100,145.41,118.25
27399.77,7,2,/dev/ttyUSB0,204,False,False,1.79,False
27401.27,8,1,/dev/ttyUSB0,205,True,PT100,145.52,118.55
27402.78,8,2,/dev/ttyUSB0,206,False,False,2.68,False
27524.31,1,1,/dev/ttyUSB0,101,True,PT100,146.73,121.76
27525.81,1,2,/dev/ttyUSB0,102,False,False,1.85,False
27527.32,2,1,/dev/ttyUSB0,103,True,PT100,146.49,121.12
27528.83,2,2,/dev/ttyUSB0,104,False,False,3.0,False
27530.33,3,1,/dev/ttyUSB0,105,False,False,1.89,False
27531.83,3,2,/dev/ttyUSB0,106,True,PT100,146.28,120.56
27533.34,4,1,/dev/ttyUSB0,107,True,PT100,146.4,120.88
27534.85,4,2,/dev/ttyUSB0,108,False,False,3.24,False
27536.35,5,1,/dev/ttyUSB0,109,True,PT100,146.3,120.62
27537.86,5,2,/dev/ttyUSB0,110,False,False,1.63,False
27539.36,6,1,/dev/ttyUSB0,201,True,PT100,146.38,120.83
27540.87,6,2,/dev/ttyUSB0,202,False,False,2.35,False
27542.37,7,1,/dev/ttyUSB0,203,True,PT100,146.53,121.23
27543.87,7,2,/dev/ttyUSB0,204,False,False,1.8,False
27545.38,8,1,/dev/ttyUSB0,205,True,PT100,146.73,121.76
27546.89,8,2,/dev/ttyUSB0,206,False,False,2.69,False
27668.42,1,1,/dev/ttyUSB0,101,True,PT100,146.92,122.26
27669.92,1,2,/dev/ttyUSB0,102,False,False,1.85,False
27671.43,2,1,/dev/ttyUSB0,103,True,PT100,146.76,121.84
27672.93,2,2,/dev/ttyUSB0,104,False,False,3.0,False
27674.43,3,1,/dev/ttyUSB0,105,False,False,1.89,False
27675.95,3,2,/dev/ttyUSB0,106,True,PT100,146.48,121.09
27677.45,4,1,/dev/ttyUSB0,107,True,PT100,146.77,121.86
27678.96,4,2,/dev/ttyUSB0,108,False,False,3.25,False
27680.47,5,1,/dev/ttyUSB0,109,True,PT100,146.55,121.28
27681.98,5,2,/dev/ttyUSB0,110,False,False,1.63,False
27683.48,6,1,/dev/ttyUSB0,201,True,PT100,146.65,121.54
27684.99,6,2,/dev/ttyUSB0,202,False,False,2.36,False
27686.5,7,1,/dev/ttyUSB0,203,True,PT100,146.68,121.62
27688.0,7,2,/dev/ttyUSB0,204,False,False,1.8,False
27689.51,8,1,/dev/ttyUSB0,205,True,PT100,146.82,122.0
27691.01,8,2,/dev/ttyUSB0,206,False,False,2.69,False
27812.54,1,1,/dev/ttyUSB0,101,True,PT100,146.23,120.43
27814.04,1,2,/dev/ttyUSB0,102,False,False,1.84,False
27815.55,2,1,/dev/ttyUSB0,103,True,PT100,146.24,120.46
27817.05,2,2,/dev/ttyUSB0,104,False,False,2.99,False
27818.55,3,1,/dev/ttyUSB0,105,False,False,1.89,False
27820.06,3,2,/dev/ttyUSB0,106,True,PT100,145.99,119.79
27821.56,4,1,/dev/ttyUSB0,107,True,PT100,146.44,120.99
27823.07,4,2,/dev/ttyUSB0,108,False,False,3.24,False
27824.57,5,1,/dev/ttyUSB0,109,True,PT100,146.13,120.16
27826.07,5,2,/dev/ttyUSB0,110,False,False,1.63,False
27827.58,6,1,/dev/ttyUSB0,201,True,PT100,146.22,120.4
27829.08,6,2,/dev/ttyUSB0,202,False,False,2.35,False
27830.59,7,1,/dev/ttyUSB0,203,True,PT100,146.13,120.16
27832.09,7,2,/dev/ttyUSB0,204,False,False,1.8,False
27833.59,8,1,/dev/ttyUSB0,205,True,PT100,146.22,120.4
27835.1,8,2,/dev/ttyUSB0,206,False,False,2.68,False
27956.63,1,1,/dev/ttyUSB0,101,True,PT100,145.34,118.07
27958.13,1,2,/dev/ttyUSB0,102,False,False,1.84,False
27959.64,2,1,/dev/ttyUSB0,103,True,PT100,145.46,118.39
27961.14,2,2,/dev/ttyUSB0,104,False,False,2.99,False
27962.64,3,1,/dev/ttyUSB0,105,False,False,1.88,False
27964.15,3,2,/dev/ttyUSB0,106,True,PT100,145.24,117.8
27965.65,4,1,/dev/ttyUSB0,107,True,PT100,145.73,119.1
27967.15,4,2,/dev/ttyUSB0,108,False,False,3.24,False
27968.66,5,1,/dev/ttyUSB0,109,True,PT100,145.41,118.25
27970.16,5,2,/dev/ttyUSB0,110,False,False,1.62,False
27971.67,6,1,/dev/ttyUSB0,201,True,PT100,145.48,118.44
27973.17,6,2,/dev/ttyUSB0,202,False,False,2.35,False
27974.69,7,1,/dev/ttyUSB0,203,True,PT100,145.35,118.1
27976.19,7,2,/dev/ttyUSB0,204,False,False,1.79,False
27977.7,8,1,/dev/ttyUSB0,205,True,PT100,145.43,118.31
27979.2,8,2,/dev/ttyUSB0,206,False,False,2.67,False
28100.73,1,1,/dev/ttyUSB0,101,True,PT100,145.88,119.5
28102.23,1,2,/dev/ttyUSB0,102,False,False,1.84,False
28103.74,2,1,/dev/ttyUSB0,103,True,PT100,145.84,119.4
28105.24,2,2,/dev/ttyUSB0,104,False,False,2.99,False
28106.75,3,1,/dev/ttyUSB0,105,False,False,1.89,False
28108.25,3,2,/dev/ttyUSB0,106,True,PT100,145.69,119.0
28109.75,4,1,/dev/ttyUSB0,107,True,PT100,145.93,119.63
28111.26,4,2,/dev/ttyUSB0,108,False,False,3.24,False
28112.76,5,1,/dev/ttyUSB0,109,True,PT100,145.79,119.26
28114.27,5,2,/dev/ttyUSB0,110,False,False,1.63,False
28115.77,6,1,/dev/ttyUSB0,201,True,PT100,145.85,119.42
28117.27,6,2,/dev/ttyUSB0,202,False,False,2.35,False
28118.78,7,1,/dev/ttyUSB0,203,True,PT100,145.94,119.66
28120.28,7,2,/dev/ttyUSB0,204,False,False,1.8,False
28121.79,8,1,/dev/ttyUSB0,205,True,PT100,146.13,120.16
28123.29,8,2,/dev/ttyUSB0,206,False,False,2.68,False
28244.83,1,1,/dev/ttyUSB0,101,True,PT100,147.01,122.5
28246.33,1,2,/dev/ttyUSB0,102,False,False,1.85,False
28247.83,2,1,/dev/ttyUSB0,103,True,PT100,146.77,121.86
28249.34,2,2,/dev/ttyUSB0,104,False,False,3.0,False
28250.84,3,1,/dev/ttyUSB0,105,False,False,1.89,False
28252.35,3,2,/dev/ttyUSB0,106,True,PT100,146.5,121.15
28253.85,4,1,/dev/ttyUSB0,107,True,PT100,146.67,121.6
28255.35,4,2,/dev/ttyUSB0,108,False,False,3.24,False
28256.86,5,1,/dev/ttyUSB0,109,True,PT100,146.53,121.23
28258.36,5,2,/dev/ttyUSB0,110,False,False,1.63,False
28259.87,6,1,/dev/ttyUSB0,201,True,PT100,146.63,121.49
28261.37,6,2,/dev/ttyUSB0,202,False,False,2.36,False
28262.87,7,1,/dev/ttyUSB0,203,True,PT100,146.73,121.76
28264.38,7,2,/dev/ttyUSB0,204,False,False,1.0,False
28266.15,8,1,/dev/ttyUSB0,205,True,PT100,146.92,122.26
28267.66,8,2,/dev/ttyUSB0,206,False,False,2.69,False
28389.19,1,1,/dev/ttyUSB0,101,True,PT100,146.64,121.52
28390.69,1,2,/dev/ttyUSB0,102,False,False,1.85,False
28392.19,2,1,/dev/ttyUSB0,103,True,PT100,146.58,121.36
28393.7,2,2,/dev/ttyUSB0,104,False,False,3.0,False
28395.2,3,1,/dev/ttyUSB0,105,False,False,1.89,False
28396.71,3,2,/dev/ttyUSB0,106,True,PT100,146.32,120.67
28398.21,4,1,/dev/ttyUSB0,107,True,PT100,146.69,121.65
28399.71,4,2,/dev/ttyUSB0,108,False,False,3.24,False
28401.22,5,1,/dev/ttyUSB0,109,True,PT100,146.41,120.91
28402.72,5,2,/dev/ttyUSB0,110,False,False,1.63,False
28404.23,6,1,/dev/ttyUSB0,201,True,PT100,146.5,121.15
28405.73,6,2,/dev/ttyUSB0,202,False,False,2.36,False
28407.23,7,1,/dev/ttyUSB0,203,True,PT100,146.48,121.09
28408.74,7,2,/dev/ttyUSB0,204,False,False,1.8,False
28410.24,8,1,/dev/ttyUSB0,205,True,PT100,146.58,121.36
28411.75,8,2,/dev/ttyUSB0,206,False,False,2.68,False
28533.28,1,1,/dev/ttyUSB0,101,True,PT100,145.81,119.32
28534.79,1,2,/dev/ttyUSB0,102,False,False,1.84,False
28536.29,2,1,/dev/ttyUSB0,103,True,PT100,145.88,119.5
28537.79,2,2,/dev/ttyUSB0,104,False,False,2.99,False
28539.3,3,1,/dev/ttyUSB0,105,False,False,1.89,False
28540.8,3,2,/dev/ttyUSB0,106,True,PT100,145.65,118.89
28542.31,4,1,/dev/ttyUSB0,107,True,PT100,146.12,120.14
28543.81,4,2,/dev/ttyUSB0,108,False,False,3.24,False
28545.32,5,1,/dev/ttyUSB0,109,True,PT100,145.8,119.29
28546.82,5,2,/dev/ttyUSB0,110,False,False,1.63,False
28548.32,6,1,/dev/ttyUSB0,201,True,PT100,145.88,119.5
28549.83,6,2,/dev/ttyUSB0,202,False,False,2.35,False
28551.34,7,1,/dev/ttyUSB0,203,True,PT100,145.75,119.16
28552.89,7,2,/dev/ttyUSB0,204,False,False,1.79,False
28554.39,8,1,/dev/ttyUSB0,205,True,PT100,145.82,119.34
28555.9,8,2,/dev/ttyUSB0,206,False,False,2.68,False
28677.43,1,1,/dev/ttyUSB0,101,True,PT100,145.26,117.86
28678.94,1,2,/dev/ttyUSB0,102,False,False,1.84,False
28680.44,2,1,/dev/ttyUSB0,103,True,PT100,145.37,118.15
28681.97,2,2,/dev/ttyUSB0,104,False,False,2.99,False
28683.48,3,1,/dev/ttyUSB0,105,False,False,1.88,False
28684.98,3,2,/dev/ttyUSB0,106,True,PT100,145.21,117.72
28686.48,4,1,/dev/ttyUSB0,107,True,PT100,145.63,118.84
28687.99,4,2,/dev/ttyUSB0,108,False,False,3.23,False
28689.49,5,1,/dev/ttyUSB0,109,True,PT100,145.36,118.12
28690.99,5,2,/dev/ttyUSB0,110,False,False,1.62,False
28692.5,6,1,/dev/ttyUSB0,201,True,PT100,145.43,118.31
28694.0,6,2,/dev/ttyUSB0,202,False,False,2.35,False
28695.51,7,1,/dev/ttyUSB0,203,True,PT100,145.37,118.15
28697.01,7,2,/dev/ttyUSB0,204,False,False,1.79,False
28698.51,8,1,/dev/ttyUSB0,205,True,PT100,145.47,118.41
28700.02,8,2,/dev/ttyUSB0,206,False,False,2.67,False
28821.55,1,1,/dev/ttyUSB0,101,True,PT100,146.68,121.62
28823.06,1,2,/dev/ttyUSB0,102,False,False,1.85,False
28824.56,2,1,/dev/ttyUSB0,103,True,PT100,146.43,120.96
28826.07,2,2,/dev/ttyUSB0,104,False,False,2.99,False
28827.57,3,1,/dev/ttyUSB0,105,False,False,1.89,False
28829.07,3,2,/dev/ttyUSB0,106,True,PT100,146.23,120.43
28830.58,4,1,/dev/ttyUSB0,107,True,PT100,146.35,120.75
28832.08,4,2,/dev/ttyUSB0,108,False,False,3.24,False
28833.59,5,1,/dev/ttyUSB0,109,True,PT100,146.26,120.51
28835.09,5,2,/dev/ttyUSB0,110,False,False,1.63,False
28836.59,6,1,/dev/ttyUSB0,201,True,PT100,146.33,120.7
28838.11,6,2,/dev/ttyUSB0,202,False,False,2.35,False
28839.61,7,1,/dev/ttyUSB0,203,True,PT100,146.48,121.09
28841.11,7,2,/dev/ttyUSB0,204,False,False,1.8,False
28842.62,8,1,/dev/ttyUSB0,205,True,PT100,146.68,121.62
28844.12,8,2,/dev/ttyUSB0,206,False,False,2.68,False
28965.66,1,1,/dev/ttyUSB0,101,True,PT100,146.95,122.34
28967.15,1,2,/dev/ttyUSB0,102,False,False,1.85,False
28968.66,2,1,/dev/ttyUSB0,103,True,PT100,146.77,121.86
28970.16,2,2,/dev/ttyUSB0,104,False,False,3.0,False
28971.67,3,1,/dev/ttyUSB0,105,False,False,1.89,False
28973.17,3,2,/dev/ttyUSB0,106,True,PT100,146.48,121.09
28974.68,4,1,/dev/ttyUSB0,107,True,PT100,146.76,121.84
28976.18,4,2,/dev/ttyUSB0,108,False,False,3.24,False
28977.68,5,1,/dev/ttyUSB0,109,True,PT100,146.55,121.28
28979.19,5,2,/dev/ttyUSB0,110,False,False,1.63,False
28980.69,6,1,/dev/ttyUSB0,201,True,PT100,146.65,121.54
28982.19,6,2,/dev/ttyUSB0,202,False,False,2.36,False
28983.7,7,1,/dev/ttyUSB0,203,True,PT100,146.69,121.65
28985.2,7,2,/dev/ttyUSB0,204,False,False,1.8,False
28986.71,8,1,/dev/ttyUSB0,205,True,PT100,146.83,122.02
28988.21,8,2,/dev/ttyUSB0,206,False,False,2.69,False
29109.75,1,1,/dev/ttyUSB0,101,True,PT100,146.27,120.54
29111.25,1,2,/dev/ttyUSB0,102,False,False,1.84,False
29112.75,2,1,/dev/ttyUSB0,103,True,PT100,146.28,120.56
29114.26,2,2,/dev/ttyUSB0,104,False,False,2.99,False
29115.76,3,1,/dev/ttyUSB0,105,False,False,1.89,False
29117.27,3,2,/dev/ttyUSB0,106,True,PT100,146.03,119.9
29118.77,4,1,/dev/ttyUSB0,107,True,PT100,146.47,121.07
29120.27,4,2,/dev/ttyUSB0,108,False,False,3.24,False
29121.78,5,1,/dev/ttyUSB0,109,True,PT100,146.16,120.24
29123.28,5,2,/dev/ttyUSB0,110,False,False,1.63,False
29124.79,6,1,/dev/ttyUSB0,201,True,PT100,146.25,120.48
29126.29,6,2,/dev/ttyUSB0,202,False,False,2.35,False
29127.79,7,1,/dev/ttyUSB0,203,True,PT100,146.16,120.24
29129.3,7,2,/dev/ttyUSB0,204,False,False,1.8,False
29130.8,8,1,/dev/ttyUSB0,205,True,PT100,146.25,120.48
29132.31,8,2,/dev/ttyUSB0,206,False,False,2.68,False
29253.84,1,1,/dev/ttyUSB0,101,True,PT100,145.38,118.18
29255.34,1,2,/dev/ttyUSB0,102,False,False,1.84,False
29256.86,2,1,/dev/ttyUSB0,103,True,PT100,145.49,118.47
29258.36,2,2,/dev/ttyUSB0,104,False,False,2.99,False
29259.87,3,1,/dev/ttyUSB0,105,False,False,1.88,False
29261.37,3,2,/dev/ttyUSB0,106,True,PT100,145.28,117.91
29262.87,4,1,/dev/ttyUSB0,107,True,PT100,145.76,119.18
29264.38,4,2,/dev/ttyUSB0,108,False,False,3.24,False
29265.88,5,1,/dev/ttyUSB0,109,True,PT100,145.43,118.31
29267.39,5,2,/dev/ttyUSB0,110,False,False,1.62,False
29268.89,6,1,/dev/ttyUSB0,201,True,PT100,145.51,118.52
29270.39,6,2,/dev/ttyUSB0,202,False,False,2.35,False
29271.9,7,1,/dev/ttyUSB0,203,True,PT100,145.37,118.15
29273.4,7,2,/dev/ttyUSB0,204,False,False,1.79,False
29274.91,8,1,/dev/ttyUSB0,205,True,PT100,145.45,118.36
29276.41,8,2,/dev/ttyUSB0,206,False,False,2.67,False
29397.94,1,1,/dev/ttyUSB0,101,True,PT100,145.75,119.16
29399.44,1,2,/dev/ttyUSB0,102,False,False,1.84,False
29400.95,2,1,/dev/ttyUSB0,103,True,PT100,145.74,119.13
29402.45,2,2,/dev/ttyUSB0,104,False,False,2.99,False
29403.95,3,1,/dev/ttyUSB0,105,False,False,1.89,False
29405.46,3,2,/dev/ttyUSB0,106,True,PT100,145.59,118.73
29406.96,4,1,/dev/ttyUSB0,107,True,PT100,145.86,119.45
29408.47,4,2,/dev/ttyUSB0,108,False,False,3.24,False
